contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
t642b76fe8ac14c969d7ea54b83f89d3e,9,"I've been employed by another staffing agency, and was never in contact with them. I liked having a relationship with Adecco, and I understood who to reach out to.",Good communication,pos,1
t79b9ad2bb022400cb3da1103293ee071,10,Having one contact to help with questions and concerns.,Good communication,pos,1
t7374b0cdddb4486ea56238ef0fe7a54e,10,"I refer people because of the warehouse atmosphere it's a pretty stern work load 
Set up for success in your daily routine.
Great staff 
Looking forward to being in the mix  of things in October",Good jobs available,pos,1
t425fc4595e1c41a1b0f3a1f508e889e2,10,Enjoyed working for the company,Good jobs available,pos,1
t56abbea85b3f49a180d0c69b45f0d476,10,Everyone I have talked to at adecco has been amazing very helpful and polite,Helpful/caring staff,pos,1
t64c5ba50da3d40daa18eb8cf11aae024,10,"Well I have worked 2 great jobs through adecco and I loved them both. I didn't have any problems with managers or supervisors, coworkers were nice and I enjoyed being able to go to my adecco team for advice.",Good jobs available,pos,1
td0241e3b640844e68df0e6ea95f46587,10,I have had mostly positive experiences with Adecco.,Good customer service/experience,pos,1
tb1c7a9edbda44ac8a1e750196fc04c16,9,Not everything was explained well but the people that I work with on my assignment are keeping me up to date with everything.,Poor communication,neg,0
t0bc6f0620ffa400b80dc228f9995f77b,10,Good communication,Good communication,pos,1
t20b5e5e8ad6344909a5b4e4408dc8052,10,"I owe it all to Beaverton recruiters, they are amazing!",Professional staff,pos,1
t4cd3f329747a475d9b3a453f5ea1c7b3,8,Adecco has treated me very well and I have enjoyed working here. The only thing negating the 2 points from perfect is that the jobs are temp/contractor positions and have the limitations inherent to that.,Good customer service/experience,pos,1
td1b48b69eff0467cab84c8336eb0d157,8,Everything went smoothly.,Good customer service/experience,pos,1
t56fe7aecfeff4e2fa1fe0d679037bbe4,10,"Adecco has made the process simple and easy. I appreciate the level of communication (not too much, not too little). 
The position I was placed in at Google Fiber is what I expected. Great challenge and great people helping me get acclimated to the Google way.",Good communication,pos,1
t624e626e73384ac6a8925ec0c0a70ad3,9,They're are good workers they always remind you when it comes to your job! Customer service is good! They fix stuff when something wrong.so good job for me.,Good customer service/experience,pos,1
t8caa1f61fe244850ab62a7556e3a2b28,10,Easy to work with and very understanding.,Helpful/caring staff,pos,1
t1c695426882c4cb1b9733a72c51e8179,9,easy to use and pay was only delivered on time,Good customer service/experience,pos,1
t1d52ffbbc98c4b23b842332f95cd685c,10,Deb Biathrow is very helpful and responds quickly. Makes it a pleasure to work for Adecco.,Good responsiveness ,pos,1
td01a5a5045f64a4ebf4fa4bb575acd77,10,"I was very satisfied with Nicole, she did an amazing job I just had to leave because I found a position paying 3x what my current one was",Helpful/caring staff,pos,1
t478c11a7383844b496e5b701da597dc0,10,Always had great experiences with addeco! Very professional!,Professional staff,pos,1
t21cdfac3cfb54f4181ac360033289981,9,"Simply my experiance, it was smooth and everything was easy to handle.",Good customer service/experience,pos,1
t9631fc47eb5440ec941dc73d1094e985,10,Friendly correspondence in a timely manner,Good responsiveness ,pos,1
t44a71913c75b4c65bd5bd33b645ebf03,10,Simple.  My experience at Adecco was smooth and productive for a single reason: the relentless support of Hazard Buck.  She is a manager far superior to most that I’ve had in permanent positions.  I simply cannot say enough good things about her.,Professional staff,pos,1
t9fe0507f637742e0b7e039169e03f644,9,Brooke Erickson helped to prepare for the role with information. She also wrote a letter so I could assure leasers/loan officers that I could pay rent.,Helpful/caring staff,pos,1
t7da6f29d20f74f55ae215fe4e4ab839d,9,I enjoy the company I work for and the people I work with.,Good jobs available,pos,1
t709e2acf4f6e41e9a2aca099958d4897,10,I was treated well as a person.,Helpful/caring staff,pos,1
t38c1b083684e45cf8a56baf97396c356,8,"Ultimately a good experience, but reps were less than professional at times and seemed to play favorites when scheduling, taking/posting photos on social media, etc. Communication was inconsistent, often confusing, and came from too many different sources, especially in the interview stage. Printed training materials provided were unprofessional (many typographical errors, poorly produced).",Good customer service/experience,pos,1
tdbf602e9dbc54e58949bc97666d9f1b3,10,"My initial contact with Adecco was handled by Amy McDonald.  After going through many staffing agency I was not impressed and had a bleak outlook on temp services in general.  I felt like I was a name in their system.  Amy treated me as a person, gave me advice, followed up quickly.  I was not in an immediate need for a job and had the luxury of being picky about offers made.  I turned down several offers before Amy offered the Site Supervisor job to me.  I was nervous about taking a temp job but she explain the contract position and now almost 5-1/2 years later I am still happy I walked into Adecco that day and met Amy!!",Helpful/caring staff,pos,1
t6afc2896d5ef4606af93e62b35ad480d,10,I've had a really good experience so far.,Good customer service/experience,pos,1
t0e85900889524595ad6c4b570b28af5c,9,"Great leadership, good team environment",Good jobs available,pos,1
tcda648cbadc048a5a3f89e3041c0457c,9,Recruiting process is satisfactory,Found me a job,pos,1
t37cce712ef0441c0802e78a2b45e1734,10,I have been very pleased with Adecco. There have been no issues with which I have needed to contact them. They are available to me if I need them. I see an Adecco representative at my work assignment on a regular basis. They always check in with me and say hello. They are always friendly and let me know they are available if I need them. I would highly recommend Adecco  for placement in a positive and appropriate temp position.,Good communication,pos,1
te61167c915ad4dbab9dbcbf8cc6acc08,10,I have enjoyed working with Adecco,Good customer service/experience,pos,1
td90e9317e7244eaeb3e0ca038249459a,10,"Everything about Adecco is great, how they run everything is great . With that being said I feel as though all of the ratings that I gave above should be nothing less than outstanding.",Good customer service/experience,pos,1
t45e60104252742749e24c9197b8b8b86,7,"the office is very busy, they need more staff.",Lack of Responsiveness,neg,0
t75099d36684047818a3bdbc8c33cc7ec,10,Awesome experience with Adecco,Good customer service/experience,pos,1
t591f58b9f94c42abbea5680503eca35d,10,Very friendly personal to work with.They are prompt with any questions asked.,Helpful/caring staff,pos,1
tef8525366036473baa14e03771c39e11,10,I really like my job.,Good jobs available,pos,1
t1f7e5764a8ab4de2860df98d3f20358d,10,They helped me get that money,Found me a job,pos,1
tb72fdd7cc35f4ce5b23b0476d0d2d321,8,I had a family emergency come up and tried to inform the staff in time. My assignment was terminated and I was not allowed to see the show or return with family to see the show with a purchased ticket.,Uncaring staff,neg,0
t57260dc14ac14d34af50054c1d551e75,9,The people who is trying to get jobs for there customers the people at adecco,Found me a job,pos,1
tb4dbc2a9cc6a4df5a1881ed7d96848c5,10,I felt like family from day one. Such a well oiled machine! Amber and Dani are amazing!,Helpful/caring staff,pos,1
t298a0713201a428a8e5324dd65ec3b09,10,I loved working for adecco,Good jobs available,pos,1
t83813a9a5ede423eb96a4da07ce0571d,9,"They were there when I needed them. I got employment super fast, and they were very easy to work with.",Found me a job,pos,1
t42cd15d4850b43699c9307dcffbe0a01,10,"With out Sherri Meza help I wouldn't have enjoyed my employment with Adecco transportation. She truly is a rising star and a blessing. In beginning I was left in dark by Adecco transportation and 1 day I called in with questions and Sherri answered everything and helped me.i also want to thank Jessy in the orlando,Fl office for helping me as well!!",Helpful/caring staff,pos,1
t48cb2f8393354a5eb3d0cbf10ffbb875,8,Tina!!!! She was beyond good to me and everyone but she kept in touch with me when I was in a dark place not having to do that nor did she know me and I thank her for that!,Helpful/caring staff,pos,1
t976a112856774cc59903ed4276ca5c02,8,"The staff at Adecco been great, and able to help on my Inquiry, and able to place me at a job site in a timely matter.",Helpful/caring staff,pos,1
t85ad2b3c19534897aeaa50255abd751e,8,"I like my job but wish there were more perks. Holiday pay, vacation time and no hourly cap.",Poor benefits,neg,0
t08f70f34f5504e779d32b1da77f58058,8,"Most of everything was fine, but there were gaps in communication, though I don't think the blame can fall on the Adecco staff, most of the responsibility lies with the company I worked with, but unfortunately there was nothing done to mitigate the problem.",Poor communication,neg,0
te5ec0bf4fa85413089a08a8ef4f44ab9,10,"Adecco is a good company and they find you work pretty quick. I’ve earned a permanent job with Pepsi due to the opportunities Adecco provided. Although they are late on payroll without a heads up, which could put one in a bind. Other than that I am satisfied with the service provided.",Found me a job,pos,1
te9544306f64b48eaa6a26d07922f6ecd,10,Addecco basically have me a 2 chance at life and to it's has helped make me who I am today.,Found me a job,pos,1
tf3d81f87ee3049f5b0dcce5e4d427684,10,Good service,Good customer service/experience,pos,1
taf1f80f0dc26464fa86f8a25cbed6828,10,Truth be told the recruiter who hired me for my current assignment is always timely and helpful when issues arise.,Good responsiveness ,pos,1
t9bdf393d93574af2acc15f9acd78eb1d,10,"Adecco gave me the tools and resources to get back in the workforce, and for that I am eternally grateful!",Found me a job,pos,1
t47df5b18fe024715b32d213e90c12b40,10,Great employees,Helpful/caring staff,pos,1
t50f513fde6504333afa89484314a5f04,9,Experience while being an employee,Good customer service/experience,pos,1
t840b39e1499f4176969ed6ed3bb8dc25,10,"I know that I will be paid, how much, and when. The things that I count on, like starting work, who I report to, and being able to ask questions (of Adecco) are in place and reliable. This is important to me.",Appropriate pay ,pos,1
t1ccfcc7386a84f089954bc895335a6a0,8,Just wanted to let everyone know that adecco took care of me very well and is a great company to work for. Only complaint I have was the poor health insurance that was offered. Adecco is a temp service so it is understandable.,Good customer service/experience,pos,1
tb93bdd4676504bee8b1e2a6321932664,10,Frequently  got told I will get back to you but the get back to me never happened.,Lack of Responsiveness,neg,0
t5fd3b74865674b849f565c0ea7150f42,8,Adecco has been easy to work with and communicative. They also work to resolve anything quickly... such as an issue I had with pay early on.,Good communication,pos,1
t81bb13bf18ef449ab578993d1966754d,7,General lack of any communication.  There was no need for additional communication though.,Poor communication,neg,0
t7e0e98bdec7f4d938def3e6154b6f2ec,10,I was not contacted after my assignment ended to discuss other opportunities.,Poor communication,neg,0
t7f94bd6babad440f98fdbf64794a86db,10,The Adecco people that we work with in Salt Lake City are awesome!,Professional staff,pos,1
t21f095bc2d5b46f3903b2be21a1a07e3,8,"All was well, apart from the fact the they explained to me I would be getting Chat training. I ended up not getting at all so I was unable to get on to the Chat team like I really would have liked to. Unfortunately, I started going through tough times in life and was not able to handle getting screamed at belittled any longer by customers. So the chat team would have been a better fit for me.",Good customer service/experience,pos,1
t3eec658b451b4ea3b1b6e514e042bb31,10,I had a great experience with Adecco. I enjoy the job I believe it’s a really great staffing agency.,Good jobs available,pos,1
tf5b20a5d52114a7b8c6b30e2f152baaa,9,I'm pleased overall with Adecco. No complaints.,Good customer service/experience,pos,1
tfd495a7337f142a6ac7ab97358599556,10,I've had a good experience with adecco. Bevvee is a awesome and a good placement for me.,Good match of skills and position,pos,1
t2951dc917f6b4d88a66a0c462182b904,10,Adecco has a great staff that is concerned that the workers are understanding the job duties and respected on the job.,Good communication,pos,1
t0b4c9c215c24411e9167c384ab2679ba,10,Adecco is a great company to work for.,Good customer service/experience,pos,1
td0edd900d78e4dc7a7b6791b3419738f,10,Dominic does a great job! Always friendly and positive!,Helpful/caring staff,pos,1
tf4e2cf22fbc6404c93f630021c4c5793,10,because I've dealt with olsten for yrs now. they always treat me right.,Professional staff,pos,1
t7777820e39ef43b39f720d0ae7baeeac,10,"Adecco and it’s representatives were very kind and helpful in getting me hired in at Herman Miller. I also recommended that a friend of mine apply for Adecco, which he did and is currently working at Herman Miller for Adecco.",Found me a job,pos,1
tcfc8cfd04a7f4fc2bbbf411a9f6eabbb,10,Adecco employees have always been very helpful.,Helpful/caring staff,pos,1
tf77e1cddbf0f49779df3d388cf1952c7,8,i am very happy working for zodiac/safran,Helpful/caring staff,pos,1
td855803287e640bfb871fba2130fbac7,10,My experience with the company,Good customer service/experience,pos,1
ta32a71d436394e7f80d5b83593740d6a,10,I am very satisfied.,Good customer service/experience,pos,1
tb8ea14a65dee40ca99b61a56d3177d82,8,"I liked Peter.  
He did a good job of providing jobs.
Once he was promoted, my status changed and I was only called back once or twice.
I was always the initiator but with no success.",Found me a job,pos,1
t438c57ea718f4ff8a6ce0ffb56779caa,10,I have learned a lot as part of my current assignment and have been involved in projects on a much larger scale than I ever anticipated such as helping rebrand and upload assets for The Dow Chemical Company's new website.,Good jobs available,pos,1
t2ad2dc0eaa7648b1ae77c5fc1b2c9192,9,My experience over the last 2 years has been fantastic!,Good customer service/experience,pos,1
t41acce7c5dd541ce8e7baa2996066684,8,The communication.,Good communication,pos,1
t33321f65845d4633a020860d866b5efb,10,I love my position with addeco All is well,Good jobs available,pos,1
tcef85bcb05c140adb7ee21390e49c4b4,10,ADECCO has be a great service to me and my family.,Found me a job,pos,1
tbf91b876fcdd44aa8bec4b664e1377b2,9,Nothing u guys do a good job,Good customer service/experience,pos,1
tf18768b03e6e483e8626a47845b204d8,10,Love Bianca and Tamara! They were always willing to help before I transitioned!,Helpful/caring staff,pos,1
t237ee9cc25c34cc88b50bfc8683b0f43,10,Quick response and good co operations.,Good responsiveness ,pos,1
tef839ddfa83241b3960f36f014e4d81d,10,I was able to apply for a full time position through my assignment.,Found me a job,pos,1
tc597a8eca2fa4a18babf1022d0d1a106,10,Adecco really treats you like family and for that I will always appreciate Adecco.,Helpful/caring staff,pos,1
t92980af10cb243df9daaa511ea873186,10,They helped me get a job faster than any other agency.,Found me a job,pos,1
t9ab0934f73f743679d117702d1cfced9,10,best customer service in the Quad cities,Good customer service/experience,pos,1
t9cac116a57ff4cb48ba6209ee0ca71d9,10,Completely satisfied with Adecco Staffing,Good customer service/experience,pos,1
t4d956b6f7c454cd6b23e64fe3773deec,10,Barbara McIntyre is at the top of her game in all aspects of assisting my job searches and solving any problems.  She is by far the best representative I could hope for.  Love her work ethic!!!,Professional staff,pos,1
td5ae01c041434b79b7cd907166cfb9b6,10,"Everything is good except the last employer dint give you and notice they gonna let you go,",Poor job fit/experience,neg,0
taa70f6582db5427e8c8a312446b6f8ff,10,I like to work with Adecco but some supervisor is not working well with us and didn't give us chances to explain our situation. Always think they are right but don't understand that circumstances or situations and being unfair.,Uncaring staff,neg,0
t13184c339f28499a9a2c8cc6016be7b4,10,Good,Good customer service/experience,pos,1
tfc751e023acf4a54b526dd77d0f63991,9,"I would recommend the job assignment I had with Adecco; however I would certainly give the pros & cons of the job, such as the timing (occurring first week of summer vacation), long daily hours and seven days of work straight. I do enjoy this assignment, but it’s not for everyone.",Good jobs available,pos,1
t436473bd68f847c3b95b528e7775c61c,8,They were responsive,Good responsiveness ,pos,1
tb70682730fbb49e0bce5336ffde6de20,10,the lived experiencies,Good customer service/experience,pos,1
ta19d6c8054974b83a9272c67513e3f9f,9,"Attentive to my questions and concerns
Supportive and encouraging
Recognition on good work",Good responsiveness ,pos,1
t5d27004207cc4719abf91b0e27e5d51d,10,"It was fun. And, paid well.",Appropriate pay ,pos,1
t0740599f5b8f4e5282a2119f3555257c,8,My own experiences witm Adecco personel and my most recent assignment,Good customer service/experience,pos,1
t3b90f66611de46c6a97d251ef94e15d1,10,"All outstanding service, help, outgoing people thats at least tries to understand problems and very great attitudes this is what i call a family that loves to help.",Good customer service/experience,pos,1
t38011277166a48008ba68d77dd3d59ce,10,I have no issues,Good customer service/experience,pos,1
t99f9448e2acf4ef3a1cd901e51bdba09,10,I have a good experience with the staff when it comes to escalating contractual starting and ending. Very helpful employer.,Helpful/caring staff,pos,1
t13b4ab0d858242ab8c342402492c721e,10,Adecco has very helpful staff. On site twice a week.,Helpful/caring staff,pos,1
t639379e80c0b4a93a18cc8ad7a5bb4a1,9,"They hired and were aware of a facilitator that was rude, hateful and abusive to employee's.  He was allowed to stay until he slapped someone across the face then bragged about it.",Lack of integrity,neg,0
ta317908d468d4728955d0ff87cb20f0d,10,"Great staff, willing to help",Helpful/caring staff,pos,1
t88afc730f7b6498284b8974c34d99839,10,Shandon has been wonderful and easy to talk to and to get ahold of! Corry Adecco is great to work for and I am very happy with them!,Good responsiveness ,pos,1
t5817d6926378416d9acee6f6336479ba,10,I love Adecco and would work for them again,Good customer service/experience,pos,1
tbe4322b9813744438242464cd6bdbcfa,9,Adecco has helped me alot.,Helpful/caring staff,pos,1
t3f32a470d3cd46f187b304e6a7aa818f,8,From experience,Good customer service/experience,pos,1
t51fac45addfd4f39b6a38bc05994a02f,8,My experience.,Good customer service/experience,pos,1
t953ba942a1de47cc9999d8b9418a8cb1,10,Jose from Adecco came thru for me and really worked hard  to find me employment. He succeeded. Thank you for your hard work and dedication.,Found me a job,pos,1
t111d18cf5f784d21a341f752b8b95e78,10,3 lovely rep was great treated me very well ... I do recommend adecco to people.,Helpful/caring staff,pos,1
te78337f909ac4ed6921c422525f65ad1,10,Because Adecco is wonderful!,Good customer service/experience,pos,1
tbaf897082c6f45ac9a47a4555ffd781c,10,Adecco is great and this has been a good experience.,Good customer service/experience,pos,1
t6500d72d6622494e80ebb5d7312e07ea,10,I have no problems with Adecco. It’s been a good company to work with.,Good customer service/experience,pos,1
tcfe41bd7ac65481084674ffdd588024b,10,"Overall, I have had an excellent experience with Adecco",Good customer service/experience,pos,1
t9b26f2943b24497fa7d416dc80d261ec,10,Communication,Good communication,pos,1
t242a3400fa0645899c78998a332c82ac,10,My assignment is done tomorrow and no one has got back to me yet,Lack of Responsiveness,neg,0
t7661cb1167634556b3e71cd8c5257ee5,9,Adecco was good to me and i appreciate it. Thanks,Good customer service/experience,pos,1
t7113558b33be4c228a20b29f879d285c,10,The assignment went well.,Good jobs available,pos,1
tbd750a0499a44ad99f748c66cfe6edaf,10,I have enjoyed working at my current assignment,Good jobs available,pos,1
tb7dd15bd709c472a90077cb4e6ce7c97,10,I have been with Adecco for over two years.  It have been a growing experience. Getting to know all types of people from all walks of life.  Working with people under stress with a different approach one that produce a calm atmosphere.  Team building is one of my strengths and enjoy the challenge,Good jobs available,pos,1
t9edd767da19840a3954957adccd03f47,10,"They atre always helpful and pacient when working with me and others,yes I refure others when I can.",Helpful/caring staff,pos,1
t55e9275d178e4259ad1f0c8ce92cbb0a,10,hannah being an angel,Helpful/caring staff,pos,1
t4c2bbbdd7a404fadbbaf7f1215e13e3e,10,"Great experience, minimal questions that were resolved quickly.",Good responsiveness ,pos,1
t3c9959ac87f94cceac6cf31fb0bf4e4d,10,"Excellent service from Larry the 2nd Shift Supervisor with Adecco  
 Had a problem with people in the organization and Larry addressed it and resolved it  and still maintain my assignment.   Larry is very thorough and he does his job very well.  He is an asset to the Adecco Fort Mill  staffing office .",Professional staff,pos,1
t9d34189008c94e59916744cb9e1ff550,10,I have been working jobs with Adecco for over two years. I have recently taken another job so I have not had much availability to work any jobs that Adecco has offered recently.,Found me a job,pos,1
tb3f9b158629c46008a84e73fde1afcdd,10,I had to go through adecco so It would not interfere with my pension.   But they were helpful in getting me registered.,Found me a job,pos,1
tf6ff2f6455564d47b23dbd537ae917d0,10,They are doing a great job,Good customer service/experience,pos,1
t2d2db20ecb674a41869286c187ea1910,10,All the interactions with any Adecco staff have been professional and polite. I am still waiting to hear back from them about any current positions.,Professional staff,pos,1
td03fd3be0a044b3cab5593d7ae9231f1,9,Everyone was friendly and helpful.,Helpful/caring staff,pos,1
t0c5f83e7e119419db6c31c635c23e34b,10,Adecco and the personelle were very friendly and replies and responses were quick. They are very professional in resolving issues. Louis Moreno is awesome!!! Would recommend Addeco as a good agency.,Good responsiveness ,pos,1
t1b1965bca60f49a28e9db75a49d25de8,10,"Excelentes patronos, buena comunicación",Good communication,pos,1
td14f42c7037e4fb6a0a13ccfee5d10ac,10,Good experience with Adecco,Good customer service/experience,pos,1
t3aa5c3e735e041d5b7299bb83bd4bfdf,10,mi experiencia.,Good customer service/experience,pos,1
t2fec9a88f9c4496ab5c014d239bf8994,10,People in the office are great.,Professional staff,pos,1
td922205b1b924149882162f68e6b6af3,10,"Because everyone at Adecco was very professional, and very dependable!",Professional staff,pos,1
tf5a7eab65d8b4bbb8e54c75a46451124,9,I've been a site supervisor and Adecco has responded to my needs the entire assignment.,Good responsiveness ,pos,1
tbdc9bfe04c744fb2ad1454902d7742ab,9,"The primary reason I gave the ratings I gave was because I had a pleasant experience with Adecco, I received better service and quality information from Adecco then for the company I was hired on by using Adecco.",Good communication,pos,1
tedbe21061f3046c087b1f400d72c1cdd,10,Feels like Adecco has always been able to reach out and solve any questions I have,Good communication,pos,1
t87a580b50d91478985ccdba5896e54d6,10,Professional and informative.,Professional staff,pos,1
t04852c7f30944828a00f53e44713cef7,10,Adecco addressed all concerns I had before I started and during my assignments,Good communication,pos,1
t33b90ce2fe884a72a58df226d0d9e2c7,10,Good communication,Good communication,pos,1
tb43b4c088cca4832a8dbeaa9f9f020b7,10,I have received excellent service and want it to reflect on my survey.,Good customer service/experience,pos,1
te96d77be5dfb41faabb5e51215bc9cc8,10,Working with staff to obtain and complete mu last assignment was seamless.,Helpful/caring staff,pos,1
tcf8d7f47211d40cdb88c77b80538a5ab,10,Because they treated me nicely.,Helpful/caring staff,pos,1
tf393863b3fd246bcb5dffffc6dfc9ef0,10,They’ve sincerely helped me come a long way and have always been there if I needed anything.,Good responsiveness ,pos,1
t669ca801b36943cca479160efbb5a930,10,I really enjoy working on the assignments that are given to me.,Good jobs available,pos,1
t962e43ec6ebf4eb290ef5a350c3cb620,10,Been working with addeco for years now,Found me a job,pos,1
t3249e71a9d3843a3bb78e6f2a889e908,10,Great opportunity!,Good jobs available,pos,1
t090d72041d70435faba85f35fcba9835,10,Got hurt on a job and got let go because of it. I've been released to full duty by the workers compensation Dr. On 6/04/2019 an still have not heard anything from the worker's comp. So called agent. AND this is the end of September. I mean this has caused me to owe alot of money over the months of March  thru June. SO I ended up going to another temp agency and got hired on by a company in 90 days.,Poor service/experience,neg,0
t470457603c5a4cc08a60fedea2f9c8b0,10,I've been with adecco a couple of years & it's been good.,Good customer service/experience,pos,1
t5e4001c5647f49be9440e0c61b994d82,10,They help me find a job when no other temp service was able to.,Found me a job,pos,1
t5c0e591f88094b328b5df5904b53a099,10,This statement pertains to the manager at the location of job placement All was good except for the lack of training. Expectations set to high for someone new to the Island and never having performed certain aspects of the job. Didn't provide guidance when adked.,Poor job fit/experience,neg,0
t5a258034b24249f282668d4be7c9460a,10,Great helping people,Helpful/caring staff,pos,1
t00decc48b47243ab9031b8ca897c6fe9,10,They were great but kinda need work on the follow up,Lack of Responsiveness,neg,0
t1b4e4e80ab084179ab7cb34aeb7a693f,10,"Julie in Eau Claire WI is AMAZING! She took the time to help me understand the process and I am hired on and working from home full time, absolutely amazing!",Helpful/caring staff,pos,1
t21b70247934641ee87c0ddd9d8189c33,10,I was able to get a job within the week of speaking to an Adecco representative. After my interview I got a call the same day that I had acquired the position I wanted.,Found me a job,pos,1
t952cbaa9897e4741b9a7a7e7ae03e94e,10,Ive had a good experience with adecco,Good customer service/experience,pos,1
t7b2a048f4cfc48a983fb48e81b91426e,10,Deb Biathrow,Professional staff,pos,1
t4c9bd4a04909489791f0302fc34f754c,10,Great experience and in the process of transitioning to a perm position.,Good jobs available,pos,1
tf3886442b4a1412e854dfede60d4514a,10,Bobby is awesome up front and honest with you and helps you try to accomplish what you want to achieve if you work for it,Professional staff,pos,1
tddae2b84f20c4ea4869b9cfc474333c3,10,I had a great time and great staff,Good jobs available,pos,1
t665ce02270bb4cf2b9151cc6da2e4d59,10,Great Adecco recruiter and place of work is great.,Good jobs available,pos,1
tfc982c1d65874456aaac4bfd0004d9ff,9,My experience,Good customer service/experience,pos,1
t6d7b9c9db69e408ca6a299fb03e2fe6a,10,They help me out a lot,Helpful/caring staff,pos,1
tf8e40fdee04c49889af9810a5dfde1d3,9,Experience,Good customer service/experience,pos,1
t8a9ca0e677ff4c6091325a54ae069b87,9,They always greeted me with smiles and never made me feel uncomfortable. Very easy to talk to and helpful,Helpful/caring staff,pos,1
tc096a5fe4e0d4b5cbc161746b66882c8,10,I have worked with Adecco through my assignment and as well as part of my daily tasks.,Found me a job,pos,1
t3d6cfd32202f42b098005a2247f99db3,10,"I received professional service from the staff at Adecco in Tukwila as well as Bellevue. 
I registered with Adecco about 6 years ago and was disappointed. 
My experience with them this past year has been excellent. 
Clearly, changes and improvements have paid off with a better experience.",Professional staff,pos,1
t53e275dc178240a5a13415d7ab91d856,10,"The staff of the Adecco Tukwila, WA office were amazing. They placed me with an organization that was absolutely my favorite ever.",Good jobs available,pos,1
t460ad13c459348acbb503c3cee131081,10,They were all great to me,Professional staff,pos,1
tb7027f827da847b59c7154251fe66896,10,I'm happy with Adecco. The staff is great.,Professional staff,pos,1
t65486d0a3eb6469980c24117a04062a0,10,I have always had great experiences with Olsten staffing.  Mrs Debra Poston (Florence sc office) has ALWAYS found me suitable jobs that fit me and what I know how to do.,Good match of skills and position,pos,1
ta2cf9f05501c47fb8d9fd84d2d65b854,10,Still working.,Found me a job,pos,1
t10ea919ed88448aebd62a351e3bbfb6a,10,It was for the most part a nice experience,Good customer service/experience,pos,1
t80aa295ded5f46ca8e1748a0d48626d1,10,I have had no problems with Adecco.,Good customer service/experience,pos,1
t0491231dd9dd4f8f917d259b12813478,10,"Good experience, no complaints.",Good customer service/experience,pos,1
tf76cca7a435943a1a052c0b16e22b923,10,I like Olsten,Good customer service/experience,pos,1
tfef097e74bd54e869606fc1e233c19fc,10,I liked Adecco.,Good customer service/experience,pos,1
t7ba5b1026a804aa1b1eaaae7f5f2cf35,10,Because I've never had an issue with Adecco once. I recommend people to them because they've literally changed my life.,Good customer service/experience,pos,1
t26ce97e9378640adae39fac8b413ffb6,10,I really like Adecco. They kept me busy.,Found me a job,pos,1
t788500a17f1b4ae28549d3ad0885880e,9,Efficient team.,Professional staff,pos,1
t52ceee5551284d09a382bd4fc7160f5f,10,My Adecco reps are always very supportive and informative on any issue we have encountered and are a pleasure to work with.,Good customer service/experience,pos,1
t49b09bd659234a92950a493dfdc8fab2,10,It's what I feel,Good customer service/experience,pos,1
t2b3bbe212bc84897bc29b72cc89da031,10,Because i like working through Adecco.,Good customer service/experience,pos,1
t24cd0881f4db4a4f859b12e65975681d,10,"I have been working with Adecco/Patty Moses for almost 7 years on my current assignment, she is a wonderful recruiter and we have an excellent working relationship.",Helpful/caring staff,pos,1
tf137f8dab819411d997e0832d3e784f8,10,Just according to my own experiences,Good customer service/experience,pos,1
t2614b8c4233f4048b408eab9fa5059a8,10,Staff was very helpful and provided accurate information on my assignment.,Helpful/caring staff,pos,1
t0a8822a9bfc243099452ec7b8aa3a2e7,9,Placement methods .,Good jobs available,pos,1
tef1a8c600f4d4a49867a37b587f833fb,9,Adecco is one of the places can always count on to get the job I want that works with my daily schedule.,Good jobs available,pos,1
t28612953b99643498caf36078f6a2430,10,"Adecco gave me not only one, but a second chance to work through them. They were flexible, understanding, and provided the right information.",Helpful/caring staff,pos,1
t77ce2df1ce5548bf8569889509342454,10,The honest truth.,Good customer service/experience,pos,1
tcc1d222e74164889bc67a2da4d9bacd6,10,Adecco is the best temp service in the area,Good customer service/experience,pos,1
t39093069804741829f91d781b616ca79,10,It has been more than a year that I have been working through Adecco without any issues.,Good customer service/experience,pos,1
tdd6b7199ec1b47bb97b3f2632c0101a7,10,Jack is great to work with.,Helpful/caring staff,pos,1
tfb5d1aa9d12045058e5a072eacaf4a12,9,Accurate recording of experience.,Good customer service/experience,pos,1
t274af73d8f214b9792c62d26d9012417,10,I've been treated with respect. I give ya A+,Good customer service/experience,pos,1
t86d0396419584c6e8084e09b64be0634,10,The ladies in the office are very professional and have always helped me with any questions or issues,Professional staff,pos,1
t33acf019e4f5455a8de7656ab4bac253,10,I’m happy to be part of Adecco USA Inc. I worked about 9 months there at Fluke Corp and they were no major problem arises while I was working with them. They’re so humble and approachable and very nice. Thank you,Good customer service/experience,pos,1
t094ebcf1c8ab4f7caca04cf8e6db0f37,10,Honesty,Good customer service/experience,pos,1
t930baa99515e40f7a513239ba099c531,9,Everything has been mostly smooth.,Good customer service/experience,pos,1
t77a5acfb74b24091b92770ec5c4e215b,10,I like working for them,Good match of skills and position,pos,1
ta2a399f4c72346ed927310d429b35105,9,Very friendly group and great at answering any questions or concerns pretty quickly.,Helpful/caring staff,pos,1
